# dtw, distance, canonical distance, distance - canonical, entropy, time defending, distance from post,velocity defender,velocity offender,area center,area forward 4,area forward 3, area guard 2,area guard 1, label
1.206255572079413918e+00,-3.773544861786818361e-01,-7.674881682441189179e-01,-5.581667906576590621e-01,-1.971295480377729115e-01,-5.855682848150396413e-01,-6.130750558970984310e-01,-1.274645588943359442e+00,-1.231916736425274328e+00,4.028315142288915185e-01,1.397408525709824101e+00,-5.100622064388466992e-01,-1.322797184787121605e+00,-2.792052608341386716e-02,1.000000000000000000e+00
1.649710927437847641e+00,1.769233178509535542e-01,9.210749525128441029e-01,8.661078824740979787e-01,6.715289497588633472e-01,8.431356703941742525e-01,1.470169332531433781e+00,-3.674218630615989217e-02,-9.471657207895165520e-01,4.953461405285575214e-01,-2.136656157402273271e-01,1.288700162665093352e+00,-1.129759719230422288e+00,-2.485566872596435550e-01,1.000000000000000000e+00
-4.529526799836829931e-01,-1.075223281230131445e+00,-1.366842713336397397e+00,-1.315581268195181286e+00,-1.753268476167439749e+00,-1.000932224103865620e+00,-2.869771475937289706e-02,-3.356128374963314176e-01,6.914838529223973351e-01,-3.105654224246802153e-01,2.410745995845383904e-01,2.087424661187902708e-01,1.617292448057734422e-01,-3.056847884189388131e-01,1.000000000000000000e+00
1.051492210157470186e+00,-7.493893972884309029e-01,-9.565998747724040463e-01,-7.865017647180297944e-01,-1.217565545257799364e+00,-9.653403646904303859e-01,-4.286891905850860329e-01,-7.966759856177992871e-01,1.668087320348684843e-01,-1.547772274395171843e+00,-9.406967215530312454e-02,-1.124318817112592850e+00,1.960992642563743171e+00,5.653646709568606044e-01,1.000000000000000000e+00
8.004978442720410703e-01,-8.904770434192460504e-01,-1.139524392780054907e+00,-1.091800326150123901e+00,-5.136961732305167505e-01,-6.992950835695862510e-01,-2.248260700972153081e-01,-6.091907624163883650e-01,-6.024074018402045261e-02,4.775127942876848941e-01,-4.610744136492236911e-02,-8.345895754182895976e-01,-3.197101579832310470e-01,6.636372597794478745e-01,1.000000000000000000e+00
-5.904509908929717055e-01,-7.285256976067568946e-01,-1.092756441307420445e+00,-5.939222825241606829e-01,3.081576418093315839e-01,-8.867875606779109798e-01,-1.077585821435343288e-01,5.868075555783336394e-01,2.036147605745308287e+00,7.592748513787147546e-01,-1.579256308117106489e+00,2.190883519451611583e-01,-8.716643277512571286e-01,1.597614458207037957e+00,1.000000000000000000e+00
-3.988321060111703342e-02,-8.749450686647666231e-01,-1.202112653574748613e+00,-1.008951282081598233e+00,-9.523943782868220520e-01,-9.230335292913923739e-01,-1.662318758825743314e+00,-1.976059999173101600e+00,-1.387743433921211356e+00,-5.796163181191366087e-02,4.251824272643948688e-01,7.799338896286873712e-01,-1.265306829903463104e+00,1.998231974366737884e-01,1.000000000000000000e+00
-1.112794530716928243e+00,-6.291653409840053390e-01,-1.336630276506446169e+00,-9.711103270294881851e-01,-1.565973389146767314e+00,-1.221131580911553272e+00,-1.217361884930686866e+00,-6.628631742999255838e-01,-2.736845921577513163e-01,-1.017718237546337418e-01,3.703136114032876125e-01,2.204229102209969704e-01,4.115636105622947905e-01,-8.957716334870828856e-01,1.000000000000000000e+00
-1.071142810191073602e+00,5.635024284826926078e-01,-1.960709872565355449e-01,5.858314099198895786e-01,1.641232631060875580e+00,-6.922344217629535779e-01,-1.452806251149887151e+00,-4.095550371860043337e-01,2.158583003166799852e+00,-1.005156027434614407e-01,-5.005621259953667128e-03,5.175051672615907927e-01,5.676632328188964405e-02,-4.172426473109863698e-01,-1.000000000000000000e+00
1.523268421874371947e+00,1.116205529484474379e+00,-1.298171827288257807e-01,5.369144975488313598e-01,1.151491651624178436e+00,-3.047928537796036341e-01,-1.170423284247328555e+00,-1.901213522327237282e+00,-1.454798264549198361e+00,-4.956267889660658232e-01,-3.188797213003121689e-01,-4.937795483478988334e-01,4.948668242853834776e-01,7.306374884027394545e-01,-1.000000000000000000e+00
-5.624934830682103426e-01,3.339763397934686906e-01,-7.318214297674776603e-01,-1.781186301978144593e-01,-1.244028089215030164e+00,-3.118383303737656265e-01,-1.277821167705658789e+00,-1.800950864338423774e+00,-8.214837060166702010e-01,3.571932907081498132e-01,3.807225563304513227e-01,-6.579263758947789809e-01,-2.796997542405634807e-01,1.402508372947266213e-01,-1.000000000000000000e+00
-6.730532154378886522e-01,-8.649613055955530927e-02,9.477367039070632160e-01,2.920765909762307322e-01,-4.527342558013900953e-01,1.282411567396909646e+00,4.255338364472807111e-01,1.134890427572403881e+00,-2.442945267934005793e-01,7.381537666577033807e-01,-1.073359398860844083e+00,3.010160545220800718e-02,-4.482246282008060106e-02,4.319428604663728688e-01,1.000000000000000000e+00
1.130321916560308448e+00,2.119305411021757679e-01,1.046710152065907007e+00,5.791390969887310058e-01,1.225659938560228923e+00,1.147163043708945729e+00,1.949296966489029392e+00,1.085368262272445872e+00,-9.822988007296210577e-01,-1.648200936392144822e+00,-5.165736701160030808e-01,4.314891801208520228e-01,-1.944125598843173264e-01,1.884688241712954682e+00,1.000000000000000000e+00
1.163705708874446687e+00,3.227322771115433420e-01,-2.893359727216167077e-01,3.388790706141672510e-03,7.311972473796196637e-01,-2.723654486488201742e-01,-7.347321762343772544e-01,-1.097071840737652071e+00,-9.296861684472053078e-01,-1.541351970431265039e+00,2.792344506036714691e-01,-2.967133081130317596e-01,3.016965376506063057e-02,1.386524873505965649e+00,-1.000000000000000000e+00
1.568873434769922637e-02,-4.012759590483327421e-01,-1.125405188572583981e+00,-8.458208478614080983e-01,-9.624788220172901809e-01,-7.180823337259077954e-01,-3.940535895088614349e-01,-7.189622897421374947e-01,-1.131066251867945821e-01,1.144448631164682650e+00,-1.666398327087018183e+00,-2.918170516522287650e-01,5.023396718753602164e-01,3.962189494610250939e-01,1.000000000000000000e+00
-1.614901213438425520e-01,-9.794951812180360817e-02,7.604517220539628308e-01,4.954714078043775394e-01,5.646181297061916293e-01,1.428337715205023617e+00,1.157913044610509257e+00,1.349343931529869645e+00,-4.403356814758733750e-01,-2.088795249145178445e+00,2.008255377118133733e+00,4.805670250477978023e-01,1.167464842261261293e-01,-6.561356109611048426e-01,1.000000000000000000e+00
5.395228101929007147e-01,1.569772835904598818e+00,1.940566204214172474e-01,1.174782461517608345e+00,2.252010571381714232e+00,-4.531718909122480765e-01,-4.009107173774215660e-01,-1.015404137638143744e+00,1.644856533567381762e-01,-4.321378225320889888e-01,-1.008067624566825610e-01,1.164998583815174849e+00,5.267908835631586184e-01,-1.056794466613198757e+00,-1.000000000000000000e+00
9.402613862494523245e-01,7.825907631524517960e-01,-3.150662198588697893e-01,3.521422288544229784e-01,3.698245743833294963e-01,3.676668627836477965e-01,1.270410502566337863e-01,-1.357557198433990475e+00,-1.028995029359187408e+00,1.202162902329046545e+00,-6.365430487300074436e-01,2.157536257783637390e-01,-1.444144797024721871e+00,7.941977573309793037e-01,1.000000000000000000e+00
-7.403539692028394681e-01,-3.191067431888492956e-01,7.508608599526219729e-01,1.539648003064794102e-01,-1.266602097446426767e-01,7.604759292001751492e-01,9.782020606508278204e-01,1.569973198523034297e+00,-2.347224098585722341e-01,9.157857555952131356e-01,1.510061968564095636e-01,-9.799597524954438699e-01,2.033002276476426062e-01,-3.465970134044460416e-01,1.000000000000000000e+00
-6.190027287958100866e-01,-4.028055730991851324e-01,-7.814682223291347096e-01,-9.399046417811994791e-01,-2.984633326570689804e-01,-5.664268375056189520e-01,-1.402019303424129060e+00,-3.543916032979505526e-01,6.306055601706214153e-01,-3.738934275451161887e-02,-3.410407938302805197e-01,6.501783839338894921e-01,-3.997279405443635580e-01,2.113955040894046622e-01,1.000000000000000000e+00
9.500788325480922225e-01,-1.111083738110204555e+00,-1.213571983947542732e+00,-1.222206074400640441e+00,-7.261283143573615817e-01,-7.716059916410878960e-01,-5.814162162840450510e-01,-1.264317095406771507e+00,-7.666436275769705766e-01,-7.778267413479995618e-01,2.745121231566789444e+00,-1.333178783336814721e-01,-3.175732757001654694e-01,-1.656827534980338745e+00,1.000000000000000000e+00
-8.169974149052048329e-01,-1.199287472556002987e+00,-1.403525186277165382e+00,-1.223655986942460361e+00,-2.245838328393604755e+00,-1.080928755056880686e+00,-7.495626923254137264e-01,-8.664845735763666845e-02,2.308699560830832276e+00,-5.992305771372763434e-01,-9.912666055231275641e-02,1.128955856799451762e+00,-5.438690577810001425e-01,2.082847286268020015e-01,1.000000000000000000e+00
-6.090687382469315292e-01,-8.167898715277753796e-01,-1.231230897246236689e+00,-1.313236878741705915e+00,-1.773275254342173035e+00,-8.342263309748791933e-01,-2.359082050955444432e-01,-4.181274988744103638e-01,2.925857573015917534e-01,1.550685079729798854e+00,6.839751698285996273e-01,-3.655007827245217999e-01,-1.951708974843642919e+00,1.379410409774643742e-01,1.000000000000000000e+00
-2.744479590295928473e-01,-5.123763155650359336e-01,7.891361629897432062e-01,-2.802511020591855750e-01,-4.461183778288456137e-01,1.145817586540736732e+00,-6.995361833023290288e-01,-4.339848794934808573e-01,-7.901034457752108553e-01,-9.373377867481685888e-02,-8.275931218500173214e-01,1.241749382431824728e-01,-4.877774931792327462e-01,1.319656504880442949e+00,1.000000000000000000e+00
-1.232202026527405847e-01,-5.448545985005520675e-01,-1.020798514261767709e+00,-8.657425621286597428e-01,-7.291272613151332793e-01,-6.379724671322325458e-01,-6.639751207697034419e-01,-7.443492089108297849e-01,-1.968862988047576368e-01,1.592411580373410906e+00,2.455722000232383184e-01,-2.652715444891735608e+00,-1.188385287636298387e-01,7.324107694851349493e-01,1.000000000000000000e+00
-6.819024409395401110e-01,-7.391602222349372697e-01,-1.286383048523138228e+00,-1.069410850014989700e+00,-1.412612237620997746e+00,-9.711355519001324543e-01,1.845672306839316879e-01,-7.784403667501922641e-02,4.780219886306095733e-01,2.252997762796287995e-01,1.716938324223888257e+00,1.487398888919449824e+00,-2.121547694757517366e+00,-1.157993407111764350e+00,1.000000000000000000e+00
3.417563561503985659e-01,-4.245833308486945262e-02,9.864011526573012167e-01,3.862499172009882797e-01,1.158264312102327553e-01,1.393515567869211269e+00,3.217301697901253643e-01,4.157440641296009098e-01,-6.072763610377441834e-01,3.852944874332579484e-01,-6.945498579498536884e-01,6.432937128200331145e-01,6.767672162890927545e-01,-8.986856785291629235e-01,1.000000000000000000e+00
1.246554792423581359e+00,-1.999772383229572736e-01,-7.643049853681042061e-01,-4.111738879620129294e-01,2.987836299373106130e-01,-6.621660598747646231e-01,-4.358077916942387775e-01,-9.466843355216728595e-01,-1.163893915643422899e-01,7.029623293900607583e-01,-8.381207017443806917e-01,-1.149177894984241721e+00,6.058633112622699990e-01,6.137699797526249279e-01,1.000000000000000000e+00
-2.599270493672158899e-01,-4.954760217290201108e-01,-8.951928462903500083e-01,-7.473873372946779892e-01,-1.530717142574299361e-01,-6.819740592052608852e-01,-8.864151756706819540e-01,-9.230582327982485014e-01,-2.896265362046156200e-02,-7.833572659815765116e-01,7.038446090662756061e-02,-3.096852439776749399e-01,-4.498822258509890815e-01,1.387861377624712844e+00,1.000000000000000000e+00
1.367350267079149972e+00,-6.381548642827806761e-01,-7.252734163642400311e-01,-5.107808414493051341e-01,-1.550308288120088918e+00,-8.266353327321179778e-01,4.641032475528768519e-01,-1.039948484527365657e+00,-7.499797076991336908e-01,-2.156877611342088663e+00,-1.302982404524448759e-02,1.264961468739504102e+00,9.365321673669606550e-01,-3.637643956860851790e-02,1.000000000000000000e+00
-4.785275874740649860e-01,-1.482453068013542374e+00,-1.396714590599174910e+00,-1.675172220100105136e+00,-1.877486961521074749e+00,-1.122426673430527932e+00,-1.637457166634926020e+00,-1.360913139376893399e+00,-8.216556685187805797e-01,-5.525373649003200160e-01,6.974049295836646234e-01,6.633546041125550907e-01,-4.931003931779885385e-01,-2.922749791324825708e-01,1.000000000000000000e+00
-1.185696397544279135e+00,-6.178835506118911525e-01,-1.107278568210067204e+00,-1.173608041471387642e+00,-1.111979899009070127e+00,-9.757454461356194209e-01,-1.801765669145885429e+00,-1.841613298045519098e+00,-9.358129793152559772e-01,-2.664209713782344502e-01,-2.096334477010371733e-01,-1.626234287608447626e-01,-8.943683950668985388e-03,6.178366113547613114e-01,1.000000000000000000e+00
-1.184548004009130379e-01,-2.040212048781495091e-01,7.578688580199073321e-01,5.920010331985348095e-01,6.121646115337727734e-01,3.699331125177073853e-01,1.192850451432262648e+00,7.425509375328619432e-01,-6.349418508985760212e-01,1.890326573758237816e-01,-5.158586628023786869e-01,-1.992613130561802892e+00,9.771009568829414071e-01,1.137175087779282556e+00,1.000000000000000000e+00
1.457840105227799832e+00,5.330783851902806125e-01,1.252199941598000743e+00,5.460686024516359094e-01,-2.495639514676334381e-01,2.025728736345472125e+00,7.708818456529380470e-01,-1.111888768955051177e+00,-1.679197073676629737e+00,-7.828450726134849047e-01,-3.284984691868338968e-01,7.336305845594058850e-01,-3.709696257505270545e-01,7.922768404826189270e-01,1.000000000000000000e+00
6.053237927645065408e-01,-1.305018627401724585e+00,-1.148626030297240197e+00,-1.259840296477623856e+00,2.536072194455225026e-01,-8.270901261928136350e-01,-4.211465676536160219e-01,-6.875405100101545930e-01,-9.950648967796614508e-02,-1.422747446602648846e+00,3.121616023639450344e+00,-9.775425320663827522e-01,-2.210135029471469892e+00,1.214643368531248546e+00,1.000000000000000000e+00
1.836453576018636902e+00,1.048083434633038324e+00,1.490708781207966238e+00,1.148275780426439407e+00,3.986021099053219802e-02,1.713086057500560422e+00,1.189646241520755376e+00,-6.819295363062780058e-02,-1.040962467579332307e+00,1.022913908634869529e+00,-1.014362711518838056e+00,-1.512901460165294365e+00,1.042786413813397983e+00,3.784197262951031759e-01,1.000000000000000000e+00
-7.537468465250559690e-01,-1.406888342421298121e+00,-1.216448542280360812e+00,-1.282648993410780980e+00,-5.174988818113657185e-01,-9.601064251096795843e-01,-5.050777770245461484e-01,-3.520256503811866611e-02,8.737452687467534007e-01,-1.421771991369078947e+00,-5.199817178786004801e-01,-8.459063678966192157e-01,1.202663626296554211e+00,1.402410075545086121e+00,1.000000000000000000e+00
-1.968225176372127294e-01,-9.943115032490378313e-01,-1.185333180762752514e+00,-1.350178664212770219e+00,-1.448081928308853294e+00,-7.992634624091777829e-01,-3.125656393131202027e-01,-3.024750580206715389e-01,4.706280898919693589e-01,1.748090236474242776e+00,-2.094333364332026104e+00,1.701178655240386250e-01,1.909207946625073472e-03,3.662340633221012887e-01,1.000000000000000000e+00
3.321947567515817212e-01,4.858778353206242850e-01,9.855549157109743108e-01,6.908726925919628226e-01,7.461208684750579856e-01,7.833254883061026019e-01,1.694983012833656710e+00,1.213116789409334428e+00,-5.401376753514188778e-01,-6.678516025181522320e-01,7.919627548046275223e-01,-3.503375084320097810e-01,1.728569256352193939e+00,-1.620543697060858435e+00,1.000000000000000000e+00
-7.311032800735245418e-01,-1.877214164014220643e-01,1.173310759827580707e+00,3.396861908697607069e-01,-1.400437504036823766e+00,1.271485559300162382e+00,-1.384473507110290713e+00,-1.537916270937683905e+00,-1.300526351838314554e+00,1.693240104811638558e-01,-1.098975535879711252e-01,2.268302952046963028e-01,-3.338700004642570773e-01,8.981495633474145812e-02,1.000000000000000000e+00
-1.148129398141691793e+00,-6.171875757921456707e-01,-1.120793770357963348e+00,-7.981410050609536455e-01,3.381630065159488274e-01,-1.073351991052478915e+00,-6.271974470100593058e-01,7.114093192900777796e-01,3.110489110066849694e+00,1.196059893014651099e+00,5.786186886202100421e-01,-9.611758626696018659e-01,2.022937853623559545e-01,-1.063829892091465501e+00,1.000000000000000000e+00
-1.129495311772380273e+00,4.569214855299274514e-01,-6.290108462529783173e-01,1.325408227344229417e-01,-1.040425614881111960e+00,-9.685752089866416226e-01,-1.430410533452026289e+00,-1.290346652096109548e+00,3.560252841765559340e-01,-1.232750529103461556e-01,-1.610256428738679468e-01,4.545397750114285040e-01,-1.916543941201408197e-02,-1.032102854100430539e-01,-1.000000000000000000e+00
1.036521519806700375e+00,9.410895499937991238e-01,-1.658921067817557826e-01,4.943444648170799982e-01,9.521774919547992821e-01,-3.075661319910000246e-01,-7.762419060384279090e-01,-2.645152163990973637e-01,-4.647497372315321784e-01,-5.762731305750955491e-01,4.904471097525033851e-01,2.560627267373573601e-01,-6.118001846380435316e-01,4.236239725862807615e-01,-1.000000000000000000e+00
-1.437371122769022791e-01,3.475750686582156357e-01,-6.918548794750390973e-01,-6.178057115166787211e-02,-3.397162216925690426e-01,-3.898008672450732348e-01,-1.586639805501137035e+00,-1.698255806145223534e+00,-3.256438228460097339e-01,9.105019238417481897e-02,2.342352053361360653e-01,-5.730553533878052219e-01,-1.051923131930554561e-01,2.885048810560950083e-01,-1.000000000000000000e+00
1.498839891516323408e-01,1.568064925111833097e-01,-5.051099114493974307e-01,8.157738241286176251e-03,1.373462987792151369e+00,-4.000195081546771281e-01,-7.994430864813162341e-01,-9.764065985378800328e-01,4.784002784306234379e-01,2.054848978488644888e-03,1.625441347171659723e-01,-1.573511873057416854e-01,-1.749586139636013227e-01,1.468482444814856458e-01,-1.000000000000000000e+00
1.320011488102943720e-01,-1.109370998811292752e+00,-1.160100961500246441e+00,-1.181148955770151110e+00,-1.037192402173781725e+00,-6.985458106204313067e-01,-4.310632315651603819e-02,-6.764902758448131381e-01,6.057738656697423535e-02,-8.066023756587654692e-01,-1.721509119279643008e+00,-1.587874013519805949e+00,2.898139460915375665e+00,1.012808343689530544e+00,1.000000000000000000e+00
-8.454781114745079096e-01,1.564486249850476796e+00,1.808410335848988471e+00,1.897956214475336356e+00,-7.968636084628739624e-01,1.790089031011683707e+00,-1.327620399963299835e+00,-1.780285999682874876e-01,-2.000893964696112970e-01,1.807297558946487359e-01,1.221726918211663848e-01,-2.705417357733320705e-01,-2.315737842939893654e-01,1.788059789603358429e-01,-1.000000000000000000e+00
-3.058039322163145779e-01,8.670254526354806979e-01,1.464736616090093424e+00,1.272537201557259801e+00,1.153620139266244182e+00,2.192350703091053621e+00,-9.303092099019344419e-01,-1.145690598443335900e-01,-1.165213871075604812e+00,-1.181218607648228391e-01,1.432208303931662985e-01,-8.390107422752258737e-01,3.524857927487720644e-01,3.524642548454952617e-01,-1.000000000000000000e+00
3.098046973336470722e-01,1.488697155910600478e-01,8.535321271853008041e-01,6.039344681455879327e-01,6.943224755390431380e-01,4.099186809000364695e-01,2.287301994223962076e+00,1.615716368052527496e+00,1.468364457043400129e-01,-1.169784454226222188e-02,-9.272434598638347181e-01,2.527099335238777167e-01,-3.637643802353934253e-01,1.106441451750035387e+00,1.000000000000000000e+00
2.206568681202835391e-01,4.526707724963956181e-02,1.092220520865974986e+00,3.632066852245533495e-01,2.527403918884510436e-01,1.630306407611260777e+00,1.196579253854269442e+00,9.180079628385405810e-01,-1.842152250297438010e-01,1.391331088894458556e+00,-8.392180831986742473e-02,-1.340419342843019335e+00,6.202167000839098332e-01,-6.497918708695391565e-01,1.000000000000000000e+00
-1.957974964181868616e-01,5.910299425807375995e-01,-5.518132801566169032e-01,9.290201726026355022e-02,9.896234864860116165e-01,-3.245051347472796555e-01,-4.400827211721272669e-01,-2.942711413242909413e-01,-2.933441209724158005e-01,2.832570589417245377e-01,-8.290538833202807378e-01,3.518939489358035022e-01,4.388008978857395603e-01,-1.667508856935434880e-01,1.000000000000000000e+00
6.865159879056953462e-01,3.980441521008297734e-01,1.148682177183329989e+00,6.087098116421308935e-01,9.722825910883344802e-01,8.207070521717808598e-01,2.338737262807976780e+00,1.522491357668646739e+00,-2.391805308418906428e-01,-2.419166936889370623e-01,9.467001576533212726e-01,-5.245605013195409061e-01,-4.004820788587001856e-01,1.217553951458324735e-01,1.000000000000000000e+00
